Customer_ID,Age,Gender,Annual_Income,Spending_Score,Membership_Status,Last_Purchase_Amount,Total_Purchases,Preferred_Category,Days_Since_Last_Purchase,City,Subscription_Type,Customer_Satisfaction,Fraudulent_Activity,Referral_Score,Customer_Review
CUST_0038,32,Female,25110.0,10,Platinum,131.25,68,Electronics,236,Berlin,Monthly,4.0,0,4,Loved the experience!
CUST_0039,64,Female,74341.0,42,Bronze,1391.09,43,Electronics,53,Chicago,Monthly,3.0,0,8,Excellent quality!
CUST_0040,68,Male,32087.0,64,Platinum,373.67,69,Electronics,137,London,Monthly,3.0,0,10,Excellent quality!
CUST_0041,61,Male,43762.0,21,Bronze,644.9,141,Home & Living,332,Berlin,Monthly,3.0,0,10,Loved the experience!
CUST_0042,72,Female,135812.0,80,Silver,836.87,138,Sports,271,New York,Monthly,2.0,1,2,Loved the experience!
CUST_0043,69,Female,102617.0,76,Bronze,1816.95,75,Grocery,40,Houston,None,5.0,0,1,Excellent quality!
CUST_0044,74,Male,120483.0,66,Gold,492.73,103,Home & Living,97,Los Angeles,Yearly,4.0,0,5,
CUST_0045,20,Female,29596.0,41,Silver,191.7,41,Home & Living,182,Houston,Monthly,2.0,0,6,Excellent quality!
CUST_0046,54,Female,123555.0,24,Gold,644.19,59,Sports,127,Houston,Yearly,3.0,0,4,Will not recommend.
CUST_0047,68,Male,127539.0,35,Bronze,218.31,39,Home & Living,228,Miami,Yearly,4.0,0,0,Excellent quality!
CUST_0048,24,Female,38313.0,56,Bronze,265.91,3,Electronics,316,Chicago,Monthly,,0,2,Loved the experience!
CUST_0049,38,Female,133175.0,30,Bronze,1151.96,7,Electronics,85,Miami,Yearly,1.0,0,2,Could be better.
CUST_0050,26,Female,86549.0,57,Bronze,131.19,49,Fashion,255,London,None,3.0,0,3,Excellent quality!
CUST_0051,56,Female,134914.0,94,Platinum,71.55,26,Home & Living,208,Los Angeles,None,2.0,0,9,Great service!
CUST_0052,35,Male,43705.0,47,Bronze,1431.68,101,Fashion,214,London,None,1.0,0,5,Excellent quality!
CUST_0053,21,Female,87364.0,35,Gold,729.68,79,Grocery,99,New York,Monthly,3.0,0,4,Could be better.
CUST_0054,42,Male,93445.0,19,Gold,259.5,2,Electronics,48,Los Angeles,None,,0,0,Excellent quality!
CUST_0055,31,Male,123892.0,8,Bronze,514.69,127,Grocery,200,Miami,None,3.0,0,5,Great service!
CUST_0056,67,Female,98645.0,26,Silver,1287.75,132,Sports,257,Berlin,None,5.0,0,8,Loved the experience!
CUST_0057,26,Male,22023.0,71,Bronze,558.32,20,Electronics,177,Berlin,Monthly,5.0,0,10,Excellent quality!
CUST_0058,43,Male,139654.0,30,Bronze,994.1,117,Grocery,244,Miami,None,5.0,0,0,Great service!
CUST_0059,70,Female,79796.0,7,Bronze,252.17,32,Sports,122,London,None,4.0,0,7,Great service!
CUST_0060,19,Male,,67,Silver,1180.31,28,Grocery,341,Miami,None,4.0,0,7,
CUST_0061,37,Male,112197.0,65,Silver,638.99,77,Sports,170,Miami,Monthly,5.0,0,2,Will not recommend.
CUST_0062,45,Female,84429.0,36,Silver,1257.67,1,Sports,332,Houston,None,1.0,0,8,
CUST_0063,64,Female,124195.0,25,Silver,1618.71,56,Electronics,135,New York,None,5.0,1,10,Great service!
CUST_0064,24,Male,81627.0,37,Bronze,1227.18,35,Fashion,58,Berlin,Yearly,2.0,0,10,Loved the experience!
CUST_0065,61,Female,53848.0,1,Silver,598.54,112,Sports,192,Houston,Yearly,,0,7,Excellent quality!
CUST_0066,25,Female,57804.0,15,Gold,518.93,30,Sports,267,Miami,None,4.0,0,2,Excellent quality!
CUST_0067,64,Female,35379.0,37,Bronze,661.57,54,Electronics,259,Chicago,Yearly,4.0,0,9,Could be better.
CUST_0068,52,Female,79664.0,13,Bronze,337.59,36,Fashion,94,Houston,Yearly,,0,4,Could be better.
CUST_0069,31,Other,47766.0,8,Gold,370.53,80,Home & Living,124,Miami,Yearly,2.0,0,2,Excellent quality!
CUST_0070,34,Female,129126.0,5,Bronze,1583.48,58,Home & Living,40,Berlin,None,3.0,0,4,Will not recommend.
CUST_0071,53,Female,88099.0,60,Silver,775.62,83,Fashion,253,Miami,Monthly,1.0,0,8,Loved the experience!
CUST_0072,67,Female,56060.0,73,Bronze,877.63,65,Grocery,6,New York,Yearly,1.0,0,3,Great service!
CUST_0073,57,Male,114733.0,1,Bronze,1192.16,69,Electronics,215,London,Yearly,1.0,0,5,Could be better.
CUST_0074,21,Male,89122.0,36,Bronze,1183.41,128,Fashion,68,Los Angeles,None,4.0,0,2,Will not recommend.
CUST_0075,19,Female,36087.0,35,Bronze,144.08,51,Home & Living,68,Houston,Yearly,1.0,0,2,Loved the experience!
CUST_0076,23,Female,68868.0,66,Silver,1664.77,22,Sports,80,Houston,None,3.0,0,4,Loved the experience!
CUST_0077,71,Female,139119.0,63,Silver,362.88,107,Home & Living,29,Houston,None,3.0,0,7,Great service!
CUST_0078,59,Male,43225.0,23,Gold,1448.91,109,Sports,72,Miami,Monthly,1.0,0,7,Great service!
CUST_0079,21,Female,115286.0,9,Gold,1547.62,116,Electronics,261,New York,Yearly,2.0,0,2,Excellent quality!
CUST_0080,71,Male,26643.0,34,Silver,1432.65,101,Sports,88,Miami,Monthly,3.0,0,7,Loved the experience!
CUST_0081,46,Male,113059.0,46,Gold,1162.17,100,Fashion,207,Miami,Yearly,2.0,0,10,Excellent quality!
CUST_0082,35,Female,56727.0,78,Bronze,39.07,68,Sports,212,London,Yearly,4.0,0,7,Excellent quality!
CUST_0083,43,Female,31005.0,4,Silver,727.15,36,Grocery,321,Chicago,None,3.0,0,2,Great service!
CUST_0084,61,Female,129079.0,30,Gold,1213.63,146,Fashion,265,New York,None,2.0,0,9,Could be better.
CUST_0085,51,Female,85697.0,95,Bronze,781.03,22,Electronics,292,Houston,Monthly,1.0,0,9,Great service!
CUST_0086,27,Male,36029.0,75,Silver,1728.32,66,Fashion,206,Los Angeles,Monthly,4.0,0,1,Excellent quality!
CUST_0087,53,Female,135281.0,99,Bronze,624.52,21,Grocery,332,Houston,Yearly,5.0,0,9,
CUST_0088,31,Male,34226.0,72,Silver,594.13,100,Electronics,76,Miami,Yearly,5.0,0,1,Could be better.
CUST_0089,48,Female,83646.0,3,Gold,539.34,128,Home & Living,287,New York,Monthly,1.0,0,8,Excellent quality!
CUST_0090,65,Female,80603.0,14,Gold,672.23,44,Grocery,46,Berlin,None,4.0,0,6,Will not recommend.
CUST_0091,32,Female,48731.0,60,Gold,,103,Electronics,109,New York,None,4.0,0,5,Loved the experience!
CUST_0092,25,Female,129458.0,77,Gold,1416.96,47,Sports,199,New York,Yearly,4.0,0,6,Excellent quality!
CUST_0093,31,Female,130384.0,45,Silver,1328.51,39,Fashion,209,Chicago,None,4.0,0,7,Great service!
CUST_0094,40,Female,88926.0,96,Silver,1617.36,29,Electronics,153,Houston,Yearly,5.0,0,0,Will not recommend.
CUST_0095,74,Male,25997.0,34,Bronze,1772.97,54,Fashion,9,Chicago,None,2.0,0,7,Loved the experience!
CUST_0096,57,Male,75506.0,45,Silver,1634.0,90,Sports,352,Berlin,Yearly,4.0,0,2,Excellent quality!
CUST_0097,38,Male,,61,Silver,47.7,85,Electronics,156,Berlin,Monthly,2.0,0,2,Loved the experience!
CUST_0098,33,Male,69815.0,83,Platinum,1474.48,17,Home & Living,260,London,None,4.0,0,5,
CUST_0099,62,Female,62092.0,16,Silver,424.72,80,Grocery,76,Los Angeles,Yearly,3.0,0,3,Great service!
CUST_0100,35,Female,82539.0,66,Silver,274.53,73,Electronics,256,London,None,3.0,0,3,Loved the experience!
CUST_0101,64,Male,86077.0,40,Silver,,49,Sports,130,Miami,Yearly,3.0,0,3,Excellent quality!
CUST_0102,70,Male,41817.0,17,Silver,646.29,101,Electronics,66,Chicago,Monthly,4.0,0,9,Will not recommend.
CUST_0103,41,Male,57861.0,34,Gold,123.66,2,Fashion,227,Chicago,Monthly,2.0,0,8,Excellent quality!
CUST_0104,43,Female,33428.0,16,Bronze,283.88,142,Electronics,162,London,Yearly,5.0,0,7,Great service!
CUST_0105,42,Female,63934.0,60,Silver,11.85,59,Home & Living,14,Miami,Yearly,1.0,0,2,Great service!
CUST_0106,62,Male,135555.0,66,Gold,1807.42,97,Electronics,231,New York,Yearly,5.0,0,0,Great service!
CUST_0107,58,Female,134367.0,66,Silver,58.99,99,Grocery,194,Miami,Yearly,4.0,1,0,
CUST_0108,46,Female,30258.0,90,Bronze,426.82,103,Electronics,348,Houston,Yearly,3.0,0,0,Could be better.
CUST_0109,32,Male,77775.0,13,Silver,838.36,2,Fashion,29,London,None,3.0,0,3,Excellent quality!
CUST_0110,62,Female,101580.0,56,Gold,719.58,41,Electronics,358,Miami,Yearly,2.0,0,5,Loved the experience!
CUST_0111,18,Female,114947.0,31,Bronze,1824.33,123,Home & Living,337,New York,None,4.0,0,3,Could be better.
CUST_0112,42,Male,25469.0,34,Gold,90.18,82,Sports,330,Miami,Yearly,5.0,0,10,Loved the experience!
CUST_0113,24,Male,48854.0,39,Gold,1029.31,144,Electronics,315,Chicago,Yearly,4.0,0,10,
CUST_0114,26,Male,26256.0,67,Silver,1364.15,132,Electronics,295,Los Angeles,Monthly,4.0,0,2,Excellent quality!
CUST_0115,41,Male,144086.0,8,Platinum,1864.08,140,Grocery,329,Chicago,Yearly,3.0,0,7,Excellent quality!
CUST_0116,18,Female,96256.0,87,Gold,1244.54,29,Home & Living,219,Berlin,Monthly,5.0,0,7,Great service!
CUST_0117,61,Female,53937.0,78,Gold,1609.47,135,Sports,146,Los Angeles,Yearly,1.0,0,5,Could be better.
CUST_0118,25,Male,119134.0,55,Gold,176.61,14,Fashion,258,Berlin,Monthly,3.0,0,8,Loved the experience!
CUST_0119,41,Male,21651.0,27,Bronze,778.02,12,Electronics,291,Miami,Yearly,5.0,0,9,
CUST_0120,28,Male,70288.0,93,Bronze,754.15,99,Sports,298,Houston,None,2.0,0,0,Will not recommend.
CUST_0121,68,Male,104730.0,53,Silver,1773.71,133,Fashion,142,Miami,Yearly,3.0,0,7,Will not recommend.
CUST_0122,34,Female,45051.0,39,Bronze,311.23,81,Home & Living,234,New York,Monthly,2.0,0,5,Loved the experience!
CUST_0123,25,Male,47386.0,65,Silver,,106,Home & Living,114,Miami,Monthly,3.0,0,0,Will not recommend.
CUST_0124,52,Male,95054.0,17,Gold,663.83,32,Sports,364,Los Angeles,None,4.0,0,3,Great service!
CUST_0125,52,Male,131562.0,30,Gold,118.39,74,Fashion,89,Chicago,Monthly,5.0,0,4,Excellent quality!
CUST_0126,50,Female,36184.0,53,Silver,373.09,81,Home & Living,207,Houston,Yearly,2.0,0,6,Could be better.
CUST_0127,22,Male,,13,Gold,1930.77,69,Sports,163,Berlin,Yearly,3.0,0,7,Excellent quality!
CUST_0128,59,Female,41621.0,21,Gold,862.09,45,Home & Living,83,Miami,Yearly,2.0,0,8,Excellent quality!
CUST_0129,56,Male,95564.0,19,Silver,1267.72,106,Home & Living,76,Miami,Yearly,3.0,1,5,Will not recommend.
CUST_0130,58,Female,97984.0,53,Bronze,1454.96,137,Home & Living,160,Chicago,None,3.0,0,9,Could be better.
CUST_0131,45,Female,79792.0,19,Silver,740.25,100,Grocery,4,Houston,Monthly,1.0,0,8,Great service!
CUST_0132,24,Male,65253.0,57,Gold,302.98,146,Fashion,77,London,Monthly,1.0,0,3,
CUST_0133,26,Male,54051.0,25,Silver,421.1,9,Sports,90,Berlin,Monthly,1.0,0,7,Loved the experience!
CUST_0134,25,Female,69811.0,86,Silver,633.4,62,Sports,86,Miami,Monthly,2.0,0,2,Loved the experience!
CUST_0135,29,Female,50447.0,31,Bronze,1275.78,29,Fashion,269,Miami,Monthly,4.0,0,3,Loved the experience!
CUST_0136,51,Male,148046.0,81,Gold,802.58,125,Fashion,103,London,Yearly,3.0,0,9,Loved the experience!
CUST_0137,50,Female,103930.0,55,Gold,23.56,114,Fashion,338,Berlin,Yearly,5.0,0,3,Will not recommend.
CUST_0138,65,Female,143278.0,23,Gold,1051.58,143,Fashion,174,Los Angeles,Yearly,1.0,0,5,Loved the experience!
CUST_0139,72,Female,120037.0,32,Platinum,1843.81,134,Electronics,53,Los Angeles,Yearly,2.0,0,8,Excellent quality!
CUST_0140,40,Male,50254.0,62,Gold,1626.03,120,Sports,210,New York,None,2.0,0,5,Excellent quality!
CUST_0141,41,Female,104045.0,74,Platinum,1652.17,79,Electronics,94,Chicago,Yearly,2.0,0,0,Loved the experience!
CUST_0142,54,Male,136859.0,10,Platinum,1592.17,93,Home & Living,222,Houston,Monthly,5.0,0,4,Loved the experience!
CUST_0143,52,Female,77418.0,100,Gold,654.22,4,Home & Living,8,Miami,Yearly,5.0,0,8,Excellent quality!
CUST_0144,61,Male,134534.0,72,Silver,1532.74,82,Sports,52,Berlin,Monthly,1.0,0,4,Great service!
CUST_0145,57,Male,34472.0,54,Bronze,294.89,75,Home & Living,76,Miami,Monthly,5.0,0,5,Excellent quality!
CUST_0146,39,Male,131193.0,52,Silver,1318.86,14,Fashion,205,New York,Yearly,,0,2,Will not recommend.
CUST_0147,44,Female,23471.0,20,Silver,1286.72,131,Electronics,315,Berlin,None,5.0,1,7,Excellent quality!
CUST_0148,52,Male,127332.0,32,Bronze,60.88,114,Fashion,301,Berlin,None,5.0,0,9,Could be better.
CUST_0149,18,Male,140312.0,14,Bronze,1578.06,62,Home & Living,309,Miami,Monthly,5.0,0,10,Could be better.
CUST_0150,52,Male,143379.0,50,Platinum,1807.46,106,Electronics,329,Chicago,None,1.0,0,3,Excellent quality!
CUST_0151,54,Female,115804.0,28,Gold,542.16,64,Fashion,111,New York,None,3.0,0,3,Great service!
CUST_0152,64,Other,28329.0,53,Gold,1626.66,102,Sports,350,Chicago,Yearly,1.0,0,10,Loved the experience!
CUST_0153,31,Male,54865.0,24,Silver,173.99,106,Fashion,164,New York,None,3.0,0,4,Could be better.
CUST_0154,20,Female,66850.0,79,Bronze,1203.94,20,Home & Living,278,Miami,Yearly,2.0,0,9,Excellent quality!
CUST_0155,18,Female,74220.0,22,Bronze,976.44,58,Electronics,26,New York,Monthly,2.0,0,8,Will not recommend.
CUST_0156,22,Female,,30,Bronze,1096.39,112,Sports,69,Los Angeles,Yearly,1.0,0,7,Excellent quality!
CUST_0157,43,Male,113808.0,63,Bronze,1853.15,57,Electronics,217,Berlin,Yearly,3.0,0,6,Loved the experience!
CUST_0158,72,Male,128381.0,4,Bronze,1743.92,119,Sports,364,Houston,Yearly,,0,4,Great service!
CUST_0159,31,Male,26397.0,77,Platinum,1572.32,97,Electronics,188,Miami,Yearly,3.0,0,8,Excellent quality!
CUST_0160,56,Male,117909.0,59,Gold,554.66,92,Home & Living,332,London,None,2.0,0,8,Great service!
CUST_0161,44,Male,,87,Bronze,1824.52,52,Sports,305,Houston,None,1.0,0,9,Could be better.
CUST_0162,26,Female,55525.0,8,Bronze,204.04,37,Grocery,123,Miami,None,4.0,0,9,Great service!
CUST_0163,32,Male,73072.0,82,Silver,1708.13,8,Electronics,18,Houston,None,3.0,0,1,Loved the experience!
CUST_0164,32,Male,110106.0,12,Bronze,663.04,44,Electronics,256,Los Angeles,None,3.0,0,3,Could be better.
CUST_0165,43,Female,103820.0,31,Platinum,117.01,98,Fashion,295,Houston,Monthly,4.0,0,7,Could be better.
CUST_0166,59,Male,104530.0,78,Silver,1342.02,133,Sports,21,New York,Monthly,1.0,0,0,Loved the experience!
CUST_0167,30,Female,43284.0,34,Silver,470.25,118,Grocery,39,Houston,Yearly,3.0,0,4,Loved the experience!
CUST_0168,68,Female,81330.0,82,Bronze,494.71,69,Home & Living,37,Miami,None,1.0,0,7,Will not recommend.
CUST_0169,49,Male,103369.0,98,Bronze,619.03,45,Fashion,47,London,Yearly,3.0,0,1,Loved the experience!
CUST_0170,56,Female,45122.0,75,Silver,136.73,137,Grocery,182,London,None,5.0,0,1,
CUST_0171,66,Female,90553.0,76,Gold,362.48,32,Sports,74,Chicago,Monthly,3.0,0,7,Excellent quality!
CUST_0172,69,Female,101906.0,49,Silver,20.23,33,Grocery,208,Berlin,Monthly,,0,9,Great service!
CUST_0173,49,Female,114788.0,79,Bronze,896.36,126,Electronics,182,Houston,None,1.0,0,8,Great service!
CUST_0174,21,Female,82812.0,57,Silver,177.67,67,Electronics,106,London,Monthly,3.0,1,6,
CUST_0175,47,Female,27999.0,95,Silver,1368.48,30,Fashion,187,Houston,Yearly,2.0,0,7,Could be better.
CUST_0176,54,Male,42436.0,93,Gold,478.89,114,Sports,263,Berlin,Monthly,2.0,0,4,Could be better.
CUST_0177,40,Male,62963.0,26,Bronze,1887.71,29,Sports,85,London,Yearly,4.0,0,0,Excellent quality!
CUST_0178,56,Male,22096.0,18,Bronze,1743.79,131,Grocery,323,Berlin,None,2.0,0,3,Loved the experience!
CUST_0179,62,Female,149940.0,96,Silver,,30,Fashion,330,Houston,Yearly,5.0,0,1,Loved the experience!
CUST_0180,32,Male,133737.0,86,Silver,1568.6,137,Sports,136,Miami,Yearly,2.0,0,2,
CUST_0181,60,Female,45279.0,38,Silver,1608.46,130,Electronics,345,Houston,Monthly,2.0,0,2,Excellent quality!
CUST_0182,46,Female,141092.0,81,Silver,1973.26,62,Grocery,335,Berlin,None,2.0,0,8,Great service!
CUST_0183,53,Female,128899.0,87,Silver,1199.7,3,Home & Living,94,Miami,Yearly,,0,9,Great service!
CUST_0184,30,Other,134245.0,88,Gold,173.11,68,Electronics,325,Miami,Yearly,4.0,0,3,Will not recommend.
CUST_0185,49,Female,46201.0,50,Silver,1297.21,25,Fashion,244,Chicago,None,1.0,0,1,Excellent quality!
CUST_0186,24,Female,39715.0,8,Platinum,1253.71,141,Sports,89,London,Monthly,4.0,0,2,Will not recommend.
CUST_0187,68,Male,49309.0,41,Silver,1280.32,44,Electronics,58,New York,None,,0,2,Great service!
CUST_0188,39,Female,35078.0,6,Platinum,621.22,55,Home & Living,27,Miami,Yearly,3.0,0,6,
CUST_0189,45,Male,76614.0,69,Gold,1720.76,137,Home & Living,71,Berlin,Yearly,3.0,0,7,Great service!
CUST_0190,19,Male,25105.0,44,Bronze,1919.35,130,Fashion,269,London,Monthly,2.0,0,10,Great service!
CUST_0191,59,Female,137666.0,64,Gold,443.25,41,Electronics,23,Los Angeles,None,2.0,0,5,Will not recommend.
CUST_0192,62,Female,,29,Bronze,185.42,64,Grocery,111,Houston,None,5.0,0,3,Will not recommend.
CUST_0193,74,Male,22839.0,28,Platinum,397.12,31,Electronics,299,Berlin,Monthly,3.0,0,5,Loved the experience!
CUST_0194,70,Female,88920.0,11,Silver,1642.9,47,Home & Living,55,Los Angeles,Yearly,1.0,0,10,
CUST_0195,23,Female,63619.0,65,Bronze,1356.52,130,Fashion,222,Berlin,None,4.0,0,0,Excellent quality!
CUST_0196,45,Female,,19,Silver,1275.73,96,Fashion,119,Houston,Yearly,3.0,0,9,Loved the experience!
CUST_0197,45,Female,145736.0,9,Platinum,809.57,77,Grocery,178,Chicago,None,1.0,0,7,Loved the experience!
CUST_0198,61,Female,33493.0,27,Bronze,1159.88,110,Fashion,287,Berlin,Yearly,1.0,0,0,Could be better.
CUST_0199,61,Other,37069.0,34,Silver,622.67,69,Fashion,280,Miami,None,4.0,0,4,Will not recommend.
CUST_0200,37,Female,132443.0,44,Gold,959.63,58,Fashion,188,New York,Yearly,1.0,0,1,Great service!
CUST_0201,47,Female,27531.0,68,Gold,1588.2,106,Fashion,65,Miami,Monthly,5.0,0,5,
CUST_0202,28,Other,57051.0,100,Silver,1962.67,44,Fashion,297,Houston,Yearly,1.0,0,8,Great service!
CUST_0203,72,Female,27736.0,82,Bronze,1865.65,74,Home & Living,248,Berlin,None,5.0,0,4,Great service!
CUST_0204,45,Male,27710.0,15,Bronze,1868.39,56,Electronics,75,New York,Yearly,1.0,0,3,Loved the experience!
CUST_0205,42,Male,87155.0,51,Silver,810.43,127,Sports,136,Miami,Yearly,2.0,1,1,Loved the experience!
CUST_0206,56,Male,33975.0,13,Silver,942.89,30,Fashion,163,New York,Yearly,1.0,0,2,Great service!
CUST_0207,50,Male,82424.0,83,Platinum,1414.21,71,Sports,232,Houston,Yearly,5.0,0,5,Great service!
CUST_0208,18,Female,65603.0,49,Bronze,,118,Sports,254,Chicago,None,1.0,0,7,Loved the experience!
CUST_0209,74,Female,43252.0,70,Silver,292.57,55,Home & Living,293,Chicago,None,1.0,0,7,Excellent quality!
CUST_0210,44,Female,100797.0,56,Bronze,615.44,67,Fashion,169,Berlin,Monthly,1.0,0,4,Will not recommend.
CUST_0211,74,Male,21431.0,76,Bronze,287.1,141,Sports,316,Miami,None,5.0,0,4,Loved the experience!
CUST_0212,69,Female,94603.0,51,Silver,1227.9,3,Fashion,173,Los Angeles,None,1.0,0,9,Could be better.
CUST_0213,30,Female,57481.0,37,Silver,619.54,26,Grocery,344,Houston,None,4.0,0,2,Excellent quality!
CUST_0214,58,Female,112573.0,17,Silver,658.95,57,Grocery,17,Miami,Yearly,4.0,0,6,Loved the experience!
CUST_0215,20,Female,29557.0,58,Platinum,151.12,126,Grocery,69,Miami,None,5.0,0,5,Great service!
CUST_0216,56,Female,94971.0,87,Silver,706.09,53,Sports,337,Chicago,Monthly,2.0,0,0,Loved the experience!
CUST_0217,23,Male,123302.0,90,Platinum,1726.37,43,Grocery,115,Berlin,Yearly,4.0,0,3,Excellent quality!
CUST_0218,25,Female,20162.0,29,Gold,473.81,49,Home & Living,79,New York,None,3.0,0,5,Great service!
CUST_0219,44,Male,54742.0,33,Silver,1393.42,42,Home & Living,14,Houston,Monthly,4.0,0,10,Loved the experience!
CUST_0220,26,Male,39675.0,60,Gold,,11,Sports,175,New York,Monthly,3.0,0,5,Great service!
CUST_0221,54,Female,93997.0,91,Silver,1728.33,103,Fashion,268,London,None,5.0,0,10,Great service!
CUST_0222,50,Male,37015.0,89,Bronze,,98,Electronics,118,London,None,2.0,0,2,Loved the experience!
CUST_0223,68,Female,70057.0,55,Gold,1955.4,146,Fashion,298,Houston,Monthly,3.0,0,5,Will not recommend.
CUST_0224,59,Male,52591.0,10,Bronze,1169.43,85,Fashion,187,Berlin,None,3.0,0,9,Excellent quality!
CUST_0225,61,Female,113583.0,47,Silver,1990.99,100,Fashion,56,Los Angeles,Yearly,4.0,0,5,Could be better.
CUST_0226,41,Male,146133.0,23,Gold,1823.91,104,Fashion,198,London,Yearly,3.0,0,8,Loved the experience!
CUST_0227,32,Other,120318.0,85,Bronze,450.82,46,Electronics,16,Chicago,None,5.0,0,8,Loved the experience!
CUST_0228,71,Female,29833.0,21,Bronze,121.76,44,Grocery,287,Los Angeles,Yearly,5.0,0,1,Loved the experience!
CUST_0229,49,Male,27896.0,13,Platinum,518.72,22,Fashion,54,Miami,Monthly,5.0,0,3,Great service!
CUST_0230,49,Female,52972.0,33,Silver,1059.85,114,Home & Living,268,London,Monthly,4.0,0,8,Excellent quality!
CUST_0231,41,Other,69733.0,24,Bronze,351.48,125,Sports,302,Chicago,Yearly,2.0,0,3,
CUST_0232,58,Male,140363.0,11,Silver,343.24,124,Sports,86,Miami,Yearly,4.0,0,7,Great service!
